Siècle;Identifiant;Type voie;Préposition voie;Nom voie;Dénomination complète;Dénomination complète minuscule;Arrondissement;Date de l'arrêté;Date de caducité;Code voie VdP;Quartier;Code voie DGFIP;Longueur voie;Largeur voie;Feuille parcellaire;Début voie;Fin voie;Numéro pair;Numéro impair;Alignement;Servitude;Historique;Dénomination;Classement;Observation;Numérotage;Origine du nom;Déclassement;Nivellement;Assainissement;Ouverture
;4246;place;de la;Maison Égalité;PLACE DE LA MAISON EGALITE;place de la Maison Égalité;;;;;;;;;;;;;;;;Actuellement place du Palais Royal.;;;;;;;;;
;4270;rue;;Maillet;RUE MAILLET;rue Maillet;;;;;;;;;;;;;;;;Actuellement rue Cassini.;;;;;;;;;
;4063;rue;du;Martrai;RUE DU MARTRAI;rue du Martrai;;;;;;;;;;;;;;;;Ou Martroi Saint-Jean, ou encore Martrai Saint-Jean. Voir : Vieilles Garnisons (rue des).;;;;;;;;;
;4100;passage;des;Mariniers;PASSAGE DES MARINIERS;passage des Mariniers;;;;;;;;;;;;;;;;Actuellement rue des Mariniers.;;;;;;;;;
;4173;rue;;Marceau;RUE MARCEAU;rue Marceau;;;;;;;;;;;;;;;;Actuellement rue de Montpensier.;;;;;;;;;
;4181;cul-de-sac;des;Marais Rouges;CUL-DE-SAC DES MARAIS ROUGES;cul-de-sac des Marais Rouges;;;;;;;;;;;;;;;;Supprimé lors de l'exécution du canal Saint-Martin. Il était situé rue des Récollets.;;;;;;;;;
;4213;rue;;Maltois;RUE MALTOIS;rue Maltois;;;;;;;;;;;;;;;;Voir : Martroi Saint-Jean (rue du).;;;;;;;;;
;7776;port;aux;Bois;PORT AUX BOIS;port aux Bois;;;;;;;;;;;;;;;;Actuellement port de la Tournelle.;;;;;;;;;
;8356;rue;des;Audriettes;RUE DES AUDRIETTES;rue des Audriettes;;;;;;;;;;;;;;;;Actuellement partie de la rue Stendhal.;;;;;;;;;
;8413;cul-de-sac;;Arnoul le Charron;CUL-DE-SAC ARNOUL LE CHARRON;cul-de-sac Arnoul le Charron;;;;;;;;;;;;;;;;Voir : Provençaux (imp. des).;;;;;;;;;
;8414;rue;d';Arnetal;RUE D'ARNETAL;rue d'Arnetal;;;;;;;;;;;;;;;;Actuellement rue Greneta.;;;;;;;;;
;8419;rue;d';Ariane;RUE D'ARIANE;rue d'Ariane;;;;;;;;;;;;;;;;Actuellement rue de la Petite Truanderie.;;;;;;;;;
;7831;voie;;BJ/12;VOIE BJ/12;voie BJ/12;12e;;1991-12-16;;Picpus;;;;;;;;;;;Dénommée rue Brahms par arrêté municipal du 16 décembre 1991.;;;;;;;;;
;8448;quai;de l';Arche Beaufils;QUAI DE L'ARCHE BEAUFILS;quai de l'Arche Beaufils;;;;;;;;;;;;;;;;Voir : Ormes (quai des).;;;;;;;;;
;8512;cul-de-sac;d';Anjou;CUL-DE-SAC D'ANJOU;cul-de-sac d'Anjou;;;;;;;;;;;;;;;;Voir : Provençaux (imp. des).;;;;;;;;;
;8546;passage;de l';Ancre Royale;PASSAGE DE L'ANCRE ROYALE;passage de l'Ancre Royale;;;;;;;;;;;;;;;;Ou Ancre Nationale. Voir : Ancre Nationale (pas. de l').;;;;;;;;;
;7246;rue;du;Champ Gaillard;RUE DU CHAMP GAILLARD;rue du Champ Gaillard;;;;;;;;;;;;;;;;Actuellement rue d'Arras.;;;;;;;;;
;7955;passage;des;Belles Feuilles;PASSAGE DES BELLES FEUILLES;passage des Belles Feuilles;;;;;;;;;;;;;;;;Actuellement rue Mérimée.;;;;;;;;;
;8595;rue;des;Almandiers;RUE DES ALMANDIERS;rue des Almandiers;;;;;;;;;;;;;;;;Actuellement rue Laplace.;;;;;;;;;
;7312;petite sente;des;Cerisiers;PETITE SENTE DES CERISIERS;petite sente des Cerisiers;;;;;;;;;;;;;;;;Supprimé. Etait située av. de la Porte du Pré Saint-Gervais.;;;;;;;;;
;7333;cul-de-sac;;Censée;CUL-DE-SAC CENSEE;cul-de-sac Censée;;;;;;;;;;;;;;;;Actuellement rue de Fourcy.;;;;;;;;;
18;7991;rue;;Beauvau;RUE BEAUVAU;rue Beauvau;12e;1777-02-17;1864-08-24;;Quinze-Vingts;;;;;;;;;;;Dénommée rue Beccaria par décret impérial du 24 août 1864.;Lettres patentes du 17 février 1777, confirmées par arrêt du conseil du Roi du 8 janvier 1780.;;;;;;;;
;7993;rue;du;Beautibourg;RUE DU BEAUTIBOURG;rue du Beautibourg;;;;;;;;;;;;;;;;Voir : Bourg Thiébault (rue du).;;;;;;;;;
;8016;cul-de-sac;de;Beauce;CUL-DE-SAC DE BEAUCE;cul-de-sac de Beauce;;;;;;;;;;;;;;;;Actuellement rue des Oiseaux.;;;;;;;;;
;8018;cul-de-sac de la rue;;Beaubourg;CUL-DE-SAC DE LA RUE BEAUBOURG;cul-de-sac de la rue Beaubourg;;;;;;;;;;;;;;;;Actuellement impasse Beaubourg.;;;;;;;;;
;8643;voie;;AJ/12;VOIE AJ/12;voie AJ/12;12e;;1978-08-30;;Quinze-Vingts;;;;;;;;;Arrêté préfectoral du 24 novembre 1972;;Dénommée rue Van Gogh par arrêté municipal du 30 août 1978.;;;;;;;Arrêté préfectoral du 24 novembre 1972;;Arrêté préfectoral du 24 novembre 1972
;7415;rue;;Carême Prenant;RUE CAREME PRENANT;rue Carême Prenant;;;;;;;;;;;;;;;;Actuellement rues des Vinaigriers et Jean Poulmarch.;;;;;;;;;
;8077;place;;Bauderia;PLACE BAUDERIA;place Bauderia;;;;;;;;;;;;;;;;Voir : Baudoyer (place).;;;;;;;;;
;8689;voie;;AD/11;VOIE AD/11;voie AD/11;11e;;1991-10-22;;Sainte-Marguerite;;;;;;;;;;;Devenue partie du passage du Bureau par décision de numérotage du 22 octobre 1991.;;;;;;;;;
;8123;rue;;Basse Villeneuve;RUE BASSE VILLENEUVE;rue Basse Villeneuve;;;;;;;;;;;;;;;;Voir : Basse Porte Saint-Denis (rue).;;;;;;;;;
;8125;rue;;Basse Saint-Martin;RUE BASSE SAINT-MARTIN;rue Basse Saint-Martin;;;;;;;;;;;;;;;;Devenue rue de Bondy. Actuellement partie de la rue René Boulanger.;;;;;;;;;
;8730;rue;de l';Abreuvoir;RUE DE L'ABREUVOIR;rue de l'Abreuvoir;;;;;;;;;;;;;;;;Supprimée par la construction du quai de l'Archevêché. Elle commençait au cloître Notre-Dame et finissait à la rivière. Elle occupait une partie du quai de l'Archevêché, du square derrière l'église Notre-Dame et de l'emplacement de l'ancienne Morgue.;;;;;;;;;
;8735;impasse;;Abel Varet;IMPASSE ABEL VARET;impasse Abel Varet;;;;;;;;;;;;;;;;Supprimée par la création du boulevard Périphérique en 1969. Etait située impasse Abel Varet à la limite du territoire de Clichy.;;;;;;;;;
;8743;impasse;de l';Abbaye Saint-Antoine;IMPASSE DE L'ABBAYE SAINT-ANTOINE;impasse de l'Abbaye Saint-Antoine;12e;;1864-08-24;;Quinze-Vingts;;;;;;;;;;;Dénommée partie de la rue de Citeaux par décret impérial du 24 août 1864.;;;;;;;;;
;2332;cul-de-sac;;Putigno;CUL-DE-SAC PUTIGNO;cul-de-sac Putigno;04e;;;;Saint-Gervais;;;;;;;;;;;Supprimé. Il était situé rue Geoffroy l'Asnier, près de la rue Saint-Antoine. Il aurait porté les noms des Poulies Saint-Paul et des Viez Poulies.;;;;;;;;;
;2350;rue;du;Puits;RUE DU PUITS;rue du Puits;;;;;;;;;;;;;;;;Voir : Grande Bretonnerie (rue de la).;;;;;;;;;
;2353;passage;du;Puits;PASSAGE DU PUITS;passage du Puits;;;;;;;;;;;;;;;;Actuellement passage du Désir.;;;;;;;;;
;2356;allée;du;Puits;ALLEE DU PUITS;allée du Puits;;;1944-12-31;;;;;;;;;;;;;Supprimée en 1944. Était située allée du Métro (Supprimé.).;;;;;;;;;
;2397;boulevard;du;Prince Eugène;BOULEVARD DU PRINCE EUGENE;boulevard du Prince Eugène;;;;;;;;;;;;;;;;Actuellement boulevard Voltaire.;;;;;;;;;
;2418;ruelle;au;Prêtre;RUELLE AU PRETRE;ruelle au Prêtre;;;;;;;;;;;;;;;;Actuellement rue des Prêtres Saint-Séverin.;;;;;;;;;
;2610;ruelle;aux;Poissons;RUELLE AUX POISSONS;ruelle aux Poissons;;;;;;;;;;;;;;;;Voir : Levrette (rue de la).;;;;;;;;;
;2614;passage;des;Poissonniers;PASSAGE DES POISSONNIERS;passage des Poissonniers;;;;;;;;;;;;;;;;Actuellement rue du Nord.;;;;;;;;;
;2673;passage;du;Plâtre;PASSAGE DU PLATRE;passage du Plâtre;;;;;;;;;;;;;;;;Supprimé. Il allait de la rue Galande à la rue du Plâtre Saint-Jacques.;;;;;;;;;
;2709;rue;de la;Place aux Veaux;RUE DE LA PLACE AUX VEAUX;rue de la Place aux Veaux;;;;;;;;;;;;;;;;Voir : Vieille Place aux Veaux (rue de la).;;;;;;;;;
;2739;rue;;Pierre Levée;RUE PIERRE LEVEE;rue Pierre Levée;11e;;1936-07-27;;Folie-Méricourt;;;;;;;;;;;Dénommée rue de la Pierre Levée par arrêté préfectoral du 27 juillet 1936;;;;;;;;;
;2741;rue;;Pierre Lebrun;RUE PIERRE LEBRUN;rue Pierre Lebrun;;;;;;;;;;;;;;;;Actuellement partie de la rue de Douai.;;;;;;;;;
;2503;place;de la;Porte Saint-Antoine;PLACE DE LA PORTE SAINT-ANTOINE;place de la Porte Saint-Antoine;;;;;;;;;;;;;;;;Actuellement rue de la Bastille.;;;;;;;;;
;2507;rue;d'outre la;Porte Neuve;RUE D'OUTRE LA PORTE NEUVE;rue d'outre la Porte Neuve;;;;;;;;;;;;;;;;Voir : Chaume (rue du).;;;;;;;;;
;2559;rue;des;Porrées;RUE DES PORREES;rue des Porrées;;;;;;;;;;;;;;;;Voir : Carneau (rue du).;;;;;;;;;
;2565;rue ou ruelle;du;Porche Saint-Jacques;RUE OU RUELLE DU PORCHE SAINT-JACQUES;rue ou ruelle du Porche Saint-Jacques;;;;;;;;;;;;;;;;Voir : Petit Crucifix (rue du).;;;;;;;;;
;2814;rue;des;Petits Augustins;RUE DES PETITS AUGUSTINS;rue des Petits Augustins;;;1852-08-12;;;;;;;;;;;;;Dénommée partie de la rue Bonaparte par arrêté préfectoral du 12 août 1852.;;;;;;;;;
;2836;rue;de la;Petite Friperie;RUE DE LA PETITE FRIPERIE;rue de la Petite Friperie;;;;;;;;;;;;;;;;Actuellement partie de la rue Berger. Elle commençait rue Jean de Beauce (Supprimé.) puis, rue du Marché aux Poirées (Supprimé.) et finissait rue de la Tonnellerie (Supprimé.).;;;;;;;;;
;2857;grand'rue;du;Petit Pont;GRAND'RUE DU PETIT PONT;grand'rue du Petit Pont;;;;;;;;;;;;;;;;Actuellement rue Saint-Jacques.;;;;;;;;;
;2882;passage;du;Petit Hôtel de Charost;PASSAGE DU PETIT HOTEL DE CHAROST;passage du Petit Hôtel de Charost;;;;;;;;;;;;;;;;Supprimé. Il traversait l'Hôtel de Charost, de la rue d'Argout à la rue Montmartre.;;;;;;;;;
;2960;rue;;Percié;RUE PERCIE;rue Percié;;;;;;;;;;;;;;;;Ou Percée Saint-Antoine, Percée Saint-Paul ou encore Perciée. Voir : Percée Saint-Antoine (rue).;;;;;;;;;
;2993;impasse;;Pecquay;IMPASSE PECQUAY;impasse Pecquay;04e;;;;Saint-Merri;;;;;;;;;;;Devenue rue passage Pecquay puis actuellement rue Pecquay.;;;;;;;;;
;3004;avenue;du;Pavillon;AVENUE DU PAVILLON;avenue du Pavillon;;;1910-12-31;;;;;;;;;;;;;Supprimée en 1910 par le prolongement de la rue Jeanne d'Arc.;;;;;;;;;
;3019;rue;du;Pavé de la Place Maubert;RUE DU PAVE DE LA PLACE MAUBERT;rue du Pavé de la Place Maubert;;;;;;;;;;;;;;;;Ou Pavée (rue). Actuellement rue Frédéric Sauton.;;;;;;;;;
;3227;cour;;Oris;COUR ORIS;cour Oris;;;;;;;;;;;;;;;;Ou Orry. Voir : Opéra (cul-de-sac de l').;;;;;;;;;
;3388;rue;;Neuve Saint-Médéric;RUE NEUVE SAINT-MEDERIC;rue Neuve Saint-Médéric;04e;;;;Saint-Merri;;;;;;;;;;;Ou rue Neuve Saint-Merri.;;;;;;;;;
;3291;rue;de;Nuits;RUE DE NUITS;rue de Nuits;12e;;;;Bercy;;;;;;;;;;;Supprimée. Voie située dans les entrepôts de Bercy.;;;;;Ville de la Côte d'Or, célèbre par ses vins.;;;;
;3312;rue;;Notre-Dame des Vertus;RUE NOTRE-DAME DES VERTUS;rue Notre-Dame des Vertus;;;;;;;;;;;;;;;;Actuellement rue Curial.;;;;;;;;;
;3117;rue;du;Panier Fleuri;RUE DU PANIER FLEURI;rue du Panier Fleuri;;;;;;;;;;;;;;;;Supprimé. par l'ouverture de la rue de Seine. Elle s'étendait de l'imp. des Quatre Vents (Supprimé.) à la rue des Boucheries (Supprimé.).;;;;;;;;;
;3124;rue;;Palatine;RUE PALATINE;rue Palatine;04e;;;;Notre-Dame;;;;;;;;;;;Actuellement partie de la rue Saint-Louis en l'Ile (à l'Est de la rue des Deux Ponts).;;;;;;;;;
;3156;passage dit;de l';Ouest;PASSAGE DIT DE L'OUEST;passage dit de l'Ouest;;;;;;;;;;;;;;;;Ou Ouest (pas. de l'). Voir : Ouest (pas. de l').;;;;;;;;;
;3164;rue;des;Oublieurs;RUE DES OUBLIEURS;rue des Oublieurs;;;;;;;;;;;;;;;;Ou Oublayeurs ou encore Oubloyers. Voir : Oublayeurs (rue des).;;;;;;;;;
;3176;rue;des;Ortils;RUE DES ORTILS;rue des Ortils;;;;;;;;;;;;;;;;Voir : Orties du Louvre (rue des).;;;;;;;;;
;3184;port;d';Orsay;PORT D'ORSAY;port d'Orsay;;;;;;;;;;;;;;;;Actuellement port de Solférino.;;;;;;;;;
;3200;chemin;de l';Orme de Grenelle;CHEMIN DE L'ORME DE GRENELLE;chemin de l'Orme de Grenelle;;;;;;;;;;;;;;;;Actuellement rue Desaix.;;;;;;;;;
;3664;ruelle;des;Moulins;RUELLE DES MOULINS;ruelle des Moulins;;;;;;;;;;;;;;;;Ou Moulin (ruelle du). Voir : Moulin (ruelle du).;;;;;;;;;
;3668;rue;des;Moulins;RUE DES MOULINS;rue des Moulins;;;;;;;;;;;;;;;;Actuellement partie de la rue Sainte-Anne.;;;;;;;;;
;3674;rue;des;Moulins;RUE DES MOULINS;rue des Moulins;11e;;;;Folie-Méricourt;;;;;;;;;;;Actuellement rue de l'Orillon.;;;;;;;;;
;3700;chemin;du;Moulin;CHEMIN DU MOULIN;chemin du Moulin;;;;;;;;;;;;;;;;Supprimé. par le redressement de l'av. de Porte de la Plaine.;;;;;;;;;
;3511;rue;;Neuve de l'Oratoire;RUE NEUVE DE L'ORATOIRE;rue Neuve de l'Oratoire;;;;;;;;;;;;;;;;Actuellement rue Washington.;;;;;;;;;
;3544;rue;;Neuve;RUE NEUVE;rue Neuve;;;;;;;;;;;;;;;;Actuellement partie de la rue de Crimée.;;;;;;;;;
19;3579;place;de la;Nativité;PLACE DE LA NATIVITE;place de la Nativité;12e;1867-02-26;1905-07-12;;Bercy;;;;;;;;;;;Dénommée place Lachambeaudie par arrêté préfectoral du 12 juillet 1905.;Arrêté préfectoral du 26 février 1867. Précédemment place de l'Église;;;;;;;;
;3602;rue;de;Naples;RUE DE NAPLES;rue de Naples;;;;;;;;;;;;;;;;Supprimée par l'établissement du chemin de fer du Havre. Elle commençait à la place de l'Europe et finissait à la barrière de la Réforme (boul. des Batignolles).;;;;;;;;;
;3841;rue;de;Monceau;RUE DE MONCEAU;rue de Monceau;;;;;;;;;;;;;;;;Voir : Moineaux (rue des).;;;;;;;;;
;3842;chemin de ronde;de;Monceau;CHEMIN DE RONDE DE MONCEAU;chemin de ronde de Monceau;;;;;;;;;;;;;;;;Annexé au boul. de Courcelles.;;;;;;;;;
;3860;rue;aux;Moignes de Jenvau;RUE AUX MOIGNES DE JENVAU;rue aux Moignes de Jenvau;;;;;;;;;;;;;;;;Actuellement rue des Orfèvres.;;;;;;;;;
;3969;chemin de ronde;de;Ménilmontant;CHEMIN DE RONDE DE MENILMONTANT;chemin de ronde de Ménilmontant;11e;;1864-12-30;;Folie-Méricourt;;;;;;;;;;;Dénommé partie du boulevard de Belleville par arrêté préfectoral du 30 décembre 1864.;;;;;;;;;
;3888;rue;de la;Millière;RUE DE LA MILLIERE;rue de la Millière;;;;;;;;;;;;;;;;Supprimé. Etait située entre les rues du Faubourg Saint-Jacques et de la Santé.;;;;;;;;;
;3903;cour;;Mignon;COUR MIGNON;cour Mignon;;;;;;;;;;;;;;;;Supprimée par l'ouverture du boulevard Saint-Germain. Elle était située rue Hautefeuille.;;;;;;;;;
;3924;rue;;Meurier;RUE MEURIER;rue Meurier;;;;;;;;;;;;;;;;Actuellement rue de Moussy.;;;;;;;;;
;3941;rue;des;Métiers;RUE DES METIERS;rue des Métiers;;;;;;;;;;;;;;;;Supprimé. par l'ouverture du boul. de Sébastopol. Elle était comprise dans l'enclos de la Trinité (Supprimé.) et allait de la cour du Commerce (Supprimé.) à la rue des Arts (Supprimé.). Elle a aussi porté le nom de Saint-Louis.;;;;;;;;;
;3724;rue;de la;Moricourt;RUE DE LA MORICOURT;rue de la Moricourt;;;;;;;;;;;;;;;;Ou Folie Marcaut, Folie Mauricaut, Mauricourt ou encore Mauricaute. Voir : Folie Marcaut (rue de la).;;;;;;;;;
;3758;rue;de;Montpensier Saint-Honoré;RUE DE MONTPENSIER SAINT-HONORE;rue de Montpensier Saint-Honoré;;;;;;;;;;;;;;;;Supprimée par l'ouverture de la rue de Rivoli. Elle était située entre les anciennes rues de Valois et de Rohan.;;;;;;;;;
;4237;rue;de la;Maladerie;RUE DE LA MALADERIE;rue de la Maladerie;;;;;;;;;;;;;;;;Actuellement rue du Vieux Colombier.;;;;;;;;;
;4067;rue;;Marteret;RUE MARTERET;rue Marteret;;;;;;;;;;;;;;;;Voir : Vieilles Garnisons (rue des).;;;;;;;;;
;4070;avenue;;Martel;AVENUE MARTEL;avenue Martel;12e;;;;Bercy;;;;;;;;;;;Supprimé. pour les entrepôts de Bercy.;;;;;;;;;
;4078;rue;des;Marmouzettes;RUE DES MARMOUZETTES;rue des Marmouzettes;;;;;;;;;;;;;;;;Ou Marmouzet (rue du) ou encore Marmozets (rue des). Voir : Marmouzet (rue du).;;;;;;;;;
;4089;rue;;Marivaux;RUE MARIVAUX;rue Marivaux;;;;;;;;;;;;;;;;Ou Marivas. Actuellement partie de la rue Pavée.;;;;;;;;;
;4129;place;du;Marché Saint-Jean;PLACE DU MARCHE SAINT-JEAN;place du Marché Saint-Jean;04e;;1868-07-20;;Saint-Gervais;;;;;;;;;;;Dénommée partie de la rue du Bourg Tibourg  et place Baudoyer par arrêté préfectoral du 20 juillet 1868.;;;;;;;;;
;4174;partie de la rue;;Marceau;PARTIE DE LA RUE MARCEAU;partie de la rue Marceau;;;;;;;;;;;;;;;;Supprimé. Commençait rue Marceau à la limite du territoire d'Ivry-sur-Seine, finissait av. de la Porte de Vitry.;;;;;;;;;
;4619;rue;;Julie-Juliette;RUE JULIE-JULIETTE;rue Julie-Juliette;;;;;;;;;;;;;;;;Actuellement rue Léontine.;;;;;;;;;
;4628;allée;;Jules Constant;ALLEE JULES CONSTANT;allée Jules Constant;;;;;;;;;;;;;;;;Supprimé. par l'aménagement de la Villa Dancourt.;;;;;;;;;
;4631;ruelle;de la;Juiverie;RUELLE DE LA JUIVERIE;ruelle de la Juiverie;;;;;;;;;;;;;;;;Voir : Four Basset (rue du).;;;;;;;;;
;5309;rue;;Glatigny;RUE GLATIGNY;rue Glatigny;04e;;1865-05-22;;Notre-Dame;;;;;quai Desaix.;rue des Marmousets (supprimée);;;;;Supprimée par la construction de l'Hôtel Dieu (décret du 22 mai 1865). Guillot l'appelle rue Glateingni. On la désignait aussi par le nom de rue du Val d'Amour. En 1380, elle est dite rue du Chevet Saint-Denis de la Chartre. Et enfin rue du Haut Moulin.;;;;;Nom d'une famille qui y possédait une maison, en 1241.;;;;
;5330;cul-de-sac;;Gilles Chat Blanc;CUL-DE-SAC GILLES CHAT BLANC;cul-de-sac Gilles Chat Blanc;;;;;;;;;;;;;;;;Voir : Chat Blanc (cul-de-sac du).;;;;;;;;;
;6673;place;des;Conquêtes;PLACE DES CONQUETES;place des Conquêtes;;;;;;;;;;;;;;;;Actuellement place Vendôme.;;;;;;;;;
;5986;rue;d';Enfer;RUE D'ENFER;rue d'Enfer;;;;;;;;;;;;;;;;Actuellement rue des Ursins.;;;;;;;;;
;6690;rue;du;Comte de Boulogne;RUE DU COMTE DE BOULOGNE;rue du Comte de Boulogne;;;;;;;;;;;;;;;;Actuellement rue du Fer à Moulin.;;;;;;;;;
;6709;cour;du;Commerce;COUR DU COMMERCE;cour du Commerce;;;;;;;;;;;;;;;;Elle était formée par des échoppes installées sur la place Saint-Jacques la Boucherie (Supprimé.).;;;;;;;;;
;4728;rue;;Jean Molé;RUE JEAN MOLE;rue Jean Molé;;;;;;;;;;;;;;;;Ou Jean Mesnard. Voir : Jean Mesnard (rue).;;;;;;;;;
19;5378;rue;de;Genève;RUE DE GENEVE;rue de Genève;11e;1877-02-01;1879-08-16;;Roquette;;;;;;;;;;;Dénommée partie de l'avenue Ledru-Rollin par arrêté préfectoral du 16 août 1879.;Arrêté préfectoral du 1er férier 1877.;;;;;;;;
;4747;ruelle;;Jean Gilles;RUELLE JEAN GILLES;ruelle Jean Gilles;;;;;;;;;;;;;;;;Actuellement partie de la rue Mondétour.;;;;;;;;;
;4751;rue;;Jean Fraillon;RUE JEAN FRAILLON;rue Jean Fraillon;;;;;;;;;;;;;;;;Ou Jean Froillon. Voir : Trognon (rue).;;;;;;;;;
;4752;rue;;Jean Fleury;RUE JEAN FLEURY;rue Jean Fleury;;;;;;;;;;;;;;;;Voir : Bibliothèque (rue de la).;;;;;;;;;
;5409;rue;des;Garnisons;RUE DES GARNISONS;rue des Garnisons;;;;;;;;;;;;;;;;Voir : Vieilles Garnisons (rue des).;;;;;;;;;
;5428;barrière;de la;Gare;BARRIERE DE LA GARE;barrière de la Gare;;;;;;;;;;;;;;;;Supprimé. Elle était située sur les quais d'Austerlitz et de la Gare au droit du boul. Vincent Auriol.;;;;;;;;;
;5434;rue;de la;Ganterie;RUE DE LA GANTERIE;rue de la Ganterie;;;;;;;;;;;;;;;;Actuellement rue de la Lingerie.;;;;;;;;;
;6088;rue;des;Écuries du Roi;RUE DES ECURIES DU ROI;rue des Écuries du Roi;;;;;;;;;;;;;;;;Voir : Suisses (cour des).;;;;;;;;;
;4806;rue;;Jacques Gentien;RUE JACQUES GENTIEN;rue Jacques Gentien;;;;;;;;;;;;;;;;Actuellement partie de la rue du Temple.;;;;;;;;;
;5455;vicus;;Galgani;VICUS GALGANI;vicus Galgani;;;;;;;;;;;;;;;;Actuellement rue de l'Eperon.;;;;;;;;;
;5469;impasse;;Gaillard;IMPASSE GAILLARD;impasse Gaillard;;;;;;;;;;;;;;;;Actuellement rue Robert Planquette.;;;;;;;;;
19;5474;rue;;Gabriel Lamé;RUE GABRIEL LAME;rue Gabriel Lamé;12e;1885-11-10;1988-02-29;;Bercy;;275;12;;place Lachambeaudie.;en impasse;;13 bis;Décret du 6 août 1877 (UP);;Supprimée en 1988.;Arrêté du 10 novembre 1885;;;;Gabriel Lamé (Tours, 1795-Paris, 1870), mathématicien et ingénieur français. Membre de l'Académie des sciences (1843), prit une part active à l'établissement des premiers chemins de fer.;Délibération municipale du 29 février 1988.;Décret du 6 août 1877 (UP);;Décret du 6 août 1877 (UP)
;6817;ruelle;du;Cloître;RUELLE DU CLOITRE;ruelle du Cloître;;;;;;;;;;;;;;;;Actuellement rue des Prêtres Saint-Germain l'Auxerrois et partie de la place du Louvre.;;;;;;;;;
;4841;impasse;;Issoire;IMPASSE ISSOIRE;impasse Issoire;;;;;;;;;;;;;;;;Supprimé. par l'ouverture de la rue d'Alésia. Elle était située rue de la Tombe Issoire, côté des numéros impairs, près de la rue d'Alésia.;;;;;;;;;
;4856;pont;des;Invalides;PONT DES INVALIDES;pont des Invalides;;;;;;;;;;;;;;;;Actuellement pont d'Iéna.;;;;;;;;;
;5480;voie;;F/3;VOIE F/3;voie F/3;03e;;1987-01-14;;Archives;;;;;;;;;;;Dénommée rue de Hesse par décision municipale du 14 janvier 1987.;;;;;;;;;
;5491;rue;du;Fumier;RUE DU FUMIER;rue du Fumier;;;;;;;;;;;;;;;;Ou Fumer. Voir : Fumer (rue du).;;;;;;;;;
;6862;rue;;Cinquampoit;RUE CINQUAMPOIT;rue Cinquampoit;;;;;;;;;;;;;;;;Ou Quinquempoix, Quinquempoit ou encore Quiquenpoit. Actuellement rue Quincampoix.;;;;;;;;;
;6887;ruelle;du;Cimetière;RUELLE DU CIMETIERE;ruelle du Cimetière;12e;;1864-08-24;;Picpus;;;;;;;;;;;Dénommée ruelle de Gondi par décret impérial du 24 août 1864. Actuellement rue Théodore-Hamont.;;;;;;;;;
;5527;rue;;Frédéric;RUE FREDERIC;rue Frédéric;;;;;;;;;;;;;;;;Actuellement partie de la rue Myrha.;;;;;;;;;
;4943;rue;de l';Hôpital Général;RUE DE L'HOPITAL GENERAL;rue de l'Hôpital Général;;;1851-04-09;;;;;;;;;;;;;Dénommée rue Pinel par décret présidentiel du 9 avril 1851.;;;;;;;;;
;5595;carrefour;du;Four;CARREFOUR DU FOUR;carrefour du Four;;;;;;;;;;;;;;;;Actuellement carrefour de la Croix Rouge.;;;;;;;;;
;248;voie;;V/11;VOIE V/11;voie V/11;11e;;2000-04-06;;Roquette;;;;;;;;;;;Suppriméee en 2000. Commençait rue des Taillandiers, 11, et  finissait en impasse.;;;;;;;;;
;15459;voie;;projetée 12;VOIE PROJETEE 12;voie projetée 12;12e;;;;Bel-Air;;;;;à la limite de la zone.;boulevard Soult, 42;;;;;Voie projetée dans le cadre de l'aménagement de l'enceinte fortifiée;;;;;;;;;
;8371;voie;;AT/12;VOIE AT/12;voie AT/12;12e;;1985-07-12;;Bercy;;;;;;;;;;;Dénommée place du Bataillon du Pacifique par arrêté municipal du 12 juillet 1985;;;;;;;;;
;7787;cour;aux;Boeufs;COUR AUX BOEUFS;cour aux Boeufs;;;;;;;;;;;;;;;;Elle existait dans la rue de la Tuerie, près du Châtelet.;;;;;;;;;
;8387;voie;;AR/12;VOIE AR/12;voie AR/12;12e;;1978-06-27;;Picpus;;;;;;;;;;;Dénommée square Saint-Charles par décision du 27 juin 1978.;;;;;;;;;
;8460;porte;de l';Arbalète;PORTE DE L'ARBALETE;porte de l'Arbalète;;;;;;;;;;;;;;;;Autrefois située rue de l'Arbalète, entre les rues Mouffetard et Lhomond, c'était une des portes de l'enceinte de l'abbaye Saint-Marcel.;;;;;;;;;
;8513;rue;d';Aniac;RUE D'ANIAC;rue d'Aniac;;;;;;;;;;;;;;;;Actuellement partie de la rue de La Reynie.;;;;;;;;;
;7914;allée;;Berghen;ALLEE BERGHEN;allée Berghen;;;;;;;;;;;;;;;;Supprimée en 1944. Commençait av. de la Porte de Montmartre, finissait rue Lécuyer prolongée (Supprimé.).;;;;;;;;;
;8548;passage;;Ancel;PASSAGE ANCEL;passage Ancel;;;;;;;;;;;;;;;;Actuellement pas. Saint-Sébastien.;;;;;;;;;
;8560;rue;de l';Amiral Courbet;RUE DE L'AMIRAL COURBET;rue de l'Amiral Courbet;12e;;1932-01-22;;Bel-Air;;;;;;;;;;;Dénommée rue du Chaffault par arrêté préfectoral du 22 janvier 1932. Elle était située sur la partie du territorie de la commune de Saint-Mandé annexé à Paris.;;;;;;;;;
;7254;rue;du;Champ de Repos;RUE DU CHAMP DE REPOS;rue du Champ de Repos;;;;;;;;;;;;;;;;Actuellement rue des Martyrs.;;;;;;;;;
